video_id,comment,clean_comment,sentiment_score,sentiment_label,complaint_score,severity_score,svd_1,svd_2
oBUJQUFwBhQ,"Ma'am. The car is cut in half. The front seats, part of the frame, and a wheel are several yards away from the rest of the wreckage. You don't have to wait on word if anyone was hurt. At least they didn't take anyone else with them.",car cut half front seat part frame wheel several yard away rest wreckage wait word anyone hurt least take anyone else,-0.15555555555555556,-1,1,2.1555555555555554,0.10586574980378725,-0.05468390621096856
oBUJQUFwBhQ,Maybe they were exceeding the speed limit a lil,maybe exceeding speed limit lil,0.0,0,1,2.0,0.02564440755701643,-0.009407829514014457
oBUJQUFwBhQ,This city have more accidents than I ever seen in my life,city accident ever seen life,0.5,1,1,1.5,0.10569856560977654,0.03185624016840666
oBUJQUFwBhQ,Speed kills.,speed kill,0.0,0,1,2.0,0.027505586744667437,-0.008834630411512147
oBUJQUFwBhQ,"Rest in Peace, Very obvious dangerous Speed",rest peace obvious dangerous speed,-0.3,-1,2,4.3,0.042234750373790424,0.0019320886873652353
oBUJQUFwBhQ,WOW was the driver legal or did the driver have a valid license....just asking for a friend....Hasta Luego,wow driver legal driver valid license asking friend hasta luego,0.15000000000000002,1,0,-0.15000000000000002,0.12330103786632446,-0.09465112393363755
oBUJQUFwBhQ,"That’s a KIA too, which also stands for killed in action. Is it just me or does every KIA/Hyundai driver drive fast all the time?",thats kia also stand killed action every kia hyundai driver drive fast time,0.03333333333333333,0,1,1.9666666666666666,0.15006499541566112,-0.06721507194172634
oBUJQUFwBhQ,Who built that car😮,built car,0.0,0,0,0.0,0.12176729747375976,-0.11384734948068352
oBUJQUFwBhQ,"that’s crazy, drive safe",thats crazy drive safe,-0.04999999999999999,0,0,0.04999999999999999,0.11529353788111874,-0.01956532399490098
oBUJQUFwBhQ,Tragic,tragic,-0.75,-1,0,0.75,0.0,0.0
oBUJQUFwBhQ,Insane,insane,-1.0,-1,0,1.0,0.005973116966109114,-0.0009586001076476778
GY0OYT2t7qQ,Thankfully we have the SAFE-T act to protect the criminals from the victims by releasing them,thankfully safe act protect criminal victim releasing,0.0,0,0,0.0,0.03823506788303095,0.011620448043751709
GY0OYT2t7qQ,Crime stats continue to dwindle!,crime stats continue dwindle,0.0,0,0,0.0,0.02653088692781095,0.018154264862395724
GY0OYT2t7qQ,"There’s SO much senseless crime in Chicago; including carjackings, road rage and smash and grabs, my anxiety and stress level stays on ten because I have to remember my son, nephews, cousins and friends families are outside and could easily and unintentionally become victims.",there much senseless crime chicago including carjacking road rage smash grab anxiety stress level stay ten remember son nephew cousin friend family outside could easily unintentionally become victim,0.15833333333333333,1,1,1.8416666666666668,0.12397627614580982,0.13187800380752196
GY0OYT2t7qQ,My people are cancer 🦠😔,people cancer,0.0,0,0,0.0,0.23459189981428716,-0.03402972221387327
GY0OYT2t7qQ,"Chicago is the safest, most affordable and non-corrupt city in America.",chicago safest affordable non corrupt city america,0.5,1,0,-0.5,0.16812999390188177,0.33530214592620305
GY0OYT2t7qQ,Zesty News.. Can’t even watch the damn news,zesty news cant even watch damn news,0.0,0,0,0.0,0.05245748866271392,-0.0032514553295062178
GY0OYT2t7qQ,Remain vigilant in Democrat Territory 😢,remain vigilant democrat territory,0.0,0,0,0.0,0.011283231957602485,0.008015571034465551
GY0OYT2t7qQ,Almost 200 shootings this year but crimes down!🖕,almost shooting year crime,0.0,0,0,0.0,0.05406102924406048,0.016796365773734907
GY0OYT2t7qQ,Mad house😮,mad house,-0.625,-1,0,0.625,0.016010648357956774,-0.00249518347077822
GY0OYT2t7qQ,Sad cycle😢,sad cycle,-0.5,-1,0,0.5,0.03379032735009769,-0.008685473074094712
VOzbGEFy-cE,He was my nephew. I can't believe this happened. We are devastated!!! This is  manslaughter! He should been taken directly to jail. My nephew was a father of children. Everyone please pray that justice to be rendered to the full extent of the law!!!,nephew believe happened devastated manslaughter taken directly jail nephew father child everyone please pray justice rendered full extent law,0.291796875,1,0,-0.291796875,0.05242208934529121,-0.006359077993369107
VOzbGEFy-cE,YUP    CHICAGO BULLSHIT,yup chicago bullshit,0.0,0,0,0.0,0.3505561284725283,0.8358968060868721
VOzbGEFy-cE,Sad. I saw the aftermath of this accident. 100 mph down Stony is crazy. There’s a group of tow truck drivers that think they own that part of Stony too. I wish the police would crack down on them also.,sad saw aftermath accident mph stony crazy there group tow truck driver think part stony wish police would crack also,-0.1622222222222222,-1,1,2.1622222222222223,0.1878467912940758,-0.1039377581916916
VOzbGEFy-cE,This is my co-worker.  He was truly a good person.  We are going to me him😢,co worker truly good person going,0.7,1,0,-0.7,0.11083700217473194,-0.010270879572952868
VOzbGEFy-cE,My condolences to the family. And may Allah comfort your hearts and make it easy for his mom and his daughters. Ameen,condolence family may allah comfort heart make easy mom daughter ameen,0.43333333333333335,1,0,-0.43333333333333335,0.04414906296160717,-0.004723972437942118
VOzbGEFy-cE,May Allah forgive him of his sins and may He have mercy on him,may allah forgive sin may mercy,0.0,0,0,0.0,0.01157025929308295,-0.00146242284902007
VOzbGEFy-cE,That’s a Cadillac Escalade V with over 600 hp. Of course he was racing..,thats cadillac escalade v hp course racing,0.0,0,0,0.0,0.03823490771377688,-0.0010728398465401868
VOzbGEFy-cE,"May Allah forgive you Br Haroon
And grant you jannah firdaws.
This is so sad, his four daughters are left without a father....",may allah forgive br haroon grant jannah firdaws sad four daughter left without father,-0.25,-1,0,0.25,0.03668676031849793,-0.010478709110374783
VOzbGEFy-cE,"1 Corinthians 13:11: Act your age, dress your age, and most of all...EMBRACE&BE PROUD of ur age. You are NOT getting old,  you just ""getting grown"".(words from a 40yr old man right).",corinthian act age dress age embrace proud ur age getting old getting grown word yr old man right,0.3571428571428572,1,0,-0.3571428571428572,0.04792358878465279,-0.007399663684305017
VOzbGEFy-cE,"This was my coworker...😢😢😢
BEYOND devastated...😭😭😭",coworker beyond devastated,0.0,0,0,0.0,0.0,0.0
VOzbGEFy-cE,I hate when they do this. I’ve been in traffic with it too. All you can do is get out of the way. Ignoramuses! He should get life for stupidity and recklessness,hate ive traffic get way ignoramus get life stupidity recklessness,-0.8,-1,2,4.8,0.15185538495367223,-0.029575861494811295
VOzbGEFy-cE,And what’s sad is the get away driver laughs thinking he won. So sad people die and police might make the effort or not to do anything. I do hope they find the person.,whats sad get away driver laugh thinking sad people die police might make effort anything hope find person,-0.5,-1,0,0.5,0.18235698844319692,-0.05465321601828656
VOzbGEFy-cE,"Stupid, stupid! Put him in jail. Check cameras for the other idiot",stupid stupid put jail check camera idiot,-0.5650000000000001,-1,0,0.5650000000000001,0.061331022764506166,-0.02452857350451529
VOzbGEFy-cE,BLACKTOP STREETS MELTED TAR(ASPHALT) AUTOS SLIDE WHEN YOU BREAK AND WHEN WET OR ICY YOU HYDROPLANE THE PILEUP CRASHES IS THE RESULT ❤_ITS NOT LIKE THE CONCRETE SURFACE WE ARE USE TO DRIVING ON SO DRIVE SLOWER.,blacktop street melted tar asphalt auto slide break wet icy hydroplane pileup crash result like concrete surface use driving drive slower,-0.016666666666666663,0,1,2.0166666666666666,0.19604317580552463,-0.08450260327478193
VOzbGEFy-cE,"Perp likely has long, long, long rap sheet. Previous criminal history. Plea bargain abuse. No bond releases. Missed court dates & outstanding warrants. Nothin’ new, here. Misery and death for innocents.",perp likely long long long rap sheet previous criminal history plea bargain abuse bond release missed court date outstanding warrant nothin new misery death innocent,-0.01003787878787879,0,0,0.01003787878787879,0.03597882947600729,0.0004361913452738675
VOzbGEFy-cE,A damn shame 😡,damn shame,0.0,0,0,0.0,0.01917126122070738,0.0031072689326782973
VOzbGEFy-cE,"Pay Attention.

Last days lawlessness will abound.

⏳⌛",pay attention last day lawlessness abound,0.0,0,0,0.0,0.043245001775385754,0.004203650080013228
VOzbGEFy-cE,Death Penalty,death penalty,0.0,0,0,0.0,0.011748435919610552,0.005842638404306429
VOzbGEFy-cE,Dang 50 and gone,dang gone,0.0,0,0,0.0,0.011809863801444083,-0.00553258611954238
VOzbGEFy-cE,RIP to him. That's so sad 😢 That 47 year old needs to go to prison. Way too old to be that reckless and irresponsible. Shame on him,rip sad year old need go prison way old reckless irresponsible shame,-0.10000000000000002,-1,1,2.1,0.1113248703284244,-0.02066094155073592
VOzbGEFy-cE,This is completely unacceptable!! These drivers out here on Stony Island are unbelievable and reckless,completely unacceptable driver stony island unbelievable reckless,-0.046875,0,1,2.046875,0.08983154125499006,-0.07232125673906399
VOzbGEFy-cE,🥱,,0.0,0,0,0.0,0.0,0.0
VOzbGEFy-cE,"CAN YOU IMAGINE AN OLDER PERSON CROSSING THE STREET AND THEY GET HIT BY DEMONS LIKE THESE GUYS DRAG RACING,  SMH,  IMAGINE WHAT THAT WOULD DO TO A PERSONS BODY, SMH",imagine older person crossing street get hit demon like guy drag racing smh imagine would person body smh,0.033333333333333326,0,0,-0.033333333333333326,0.1486934961929462,-0.04703589261067875
VOzbGEFy-cE,"GOD KNOW  THE OTHER DRIVER WHO DROVE OFF!  
ANYWAY,   YALL BETTER PRAY BEFORE YOU LEAVE YOUR HOME,  PRAY",god know driver drove anyway yall better pray leave home pray,0.171875,1,0,-0.171875,0.09102764260486336,-0.0323326245208378
VOzbGEFy-cE,He killed someone what else need to be investigated 🔎 😤 wtf....,killed someone else need investigated wtf,-0.35,-1,0,0.35,0.06191025997039248,-0.017653439667217028
VOzbGEFy-cE,Chicago is like a Mad Max Movie. Just a lawless Satanic Demonic Crap Hole Chicago  Key Stone Cops,chicago like mad max movie lawless satanic demonic crap hole chicago key stone cop,-0.47500000000000003,-1,0,0.47500000000000003,0.2606247018461177,0.34675765325921715
VOzbGEFy-cE,They were trying to carjack the Cadillac sounds more like it,trying carjack cadillac sound like,0.5,1,0,-0.5,0.16877899630616147,-0.07158049256829853
VOzbGEFy-cE,"Stony island, especially on 79th is so scary. I avoid it like the plague. I pray they catch the other fool who was drag racing and that man's family can receive justice.",stony island especially th scary avoid like plague pray catch fool drag racing man family receive justice,-0.18125,-1,0,0.18125,0.0956791570491569,-0.017948611225374587
VOzbGEFy-cE,When will ya’ll learn 🙏🏾🙏🏾🙏🏾so sad!!!,yall learn sad,-0.9765625,-1,0,0.9765625,0.03334057787218579,-0.0019268668267298505
VOzbGEFy-cE,"Runners, on your mark",runner mark,0.0,0,0,0.0,0.0,0.0
VOzbGEFy-cE,What stupidity! Probably didn’t have insurance either,stupidity probably didnt insurance either,-0.75,-1,0,0.75,0.03459472211434537,-0.013556747981885857
VOzbGEFy-cE,Welcome to trumps America! Gangsta thugs froms dat hoods b wildin. Lordy ohh Lordy da blacks communitys b doins nuffins tos stops dis. Where b BLM?? Truffs. MAKE AMERICA TRUMPLESS AGAIN FRANKLIN. 🤘🃏🎸🥃🍺🤤💩🩸🪦🚔🦛🐈‍⬛👹😎🌛👍🇺🇸,welcome trump america gangsta thug froms dat hood b wildin lordy ohh lordy da black community b doins nuffins tos stop dis b blm truffs make america trumpless franklin,1.0,1,0,-1.0,0.07257360516345795,0.01647611120047173
VOzbGEFy-cE,Good u dimmyyyy,good u dimmyyyy,0.7,1,0,-0.7,0.08705394429857662,0.007274209547465681
VOzbGEFy-cE,Drag racing in SUVs and non performance ones at that 🤷🏾‍♂️🤦🏽‍♂️,drag racing suv non performance one,-0.1,-1,0,0.1,0.047255178340537024,-0.005745212955135489
VOzbGEFy-cE,"RIP to the victim, my condolences to his loved ones ❤",rip victim condolence loved one,0.3125,1,0,-0.3125,0.05035080349416772,-0.0036465089539838604
VOzbGEFy-cE,They have tracks for this! You mean to tell me at the age of 47 you’re not mature enough to know better!,track mean tell age youre mature enough know better,0.065625,1,0,-0.065625,0.0686508603642464,-0.012877440468844311
VOzbGEFy-cE,47 and still drag racing????,still drag racing,-0.1,-1,0,0.1,0.023366317087207374,-0.004014745349937496
VOzbGEFy-cE,And slow down on the tollway too PLEASE!!!!,slow tollway please,-0.3398871527777778,-1,0,0.3398871527777778,0.027707892388061806,-0.005226646703963705
GYaW91Mw5xI,Wow rip Dina 🥺,wow rip dina,0.1,1,0,-0.1,0.01973738539907905,-0.005180805660092444
22gTlJGkIPE,"Красавчик, чётко наваливает",,0.0,0,0,0.0,0.0,0.0
22gTlJGkIPE,Rear wheel drive. I’d park that thing for the winter. Anit worth hitting the guard rail,rear wheel drive id park thing winter anit worth hitting guard rail,0.3,1,0,-0.3,0.05852758365828851,-0.024878138192584217
22gTlJGkIPE,Добаловался 😅,,0.0,0,0,0.0,0.0,0.0
22gTlJGkIPE,Put the hazzards on... Awesome,put hazzards awesome,1.0,1,0,-1.0,0.024074215947079255,-0.008394420267184509
22gTlJGkIPE,Driving too fast; not in control of vehicle.... I hope your insurance company sees this..,driving fast control vehicle hope insurance company see,0.2,1,1,1.8,0.10438980036050013,-0.049814387555982824
22gTlJGkIPE,Pedal to the metal...,pedal metal,0.0,0,0,0.0,0.0,0.0
22gTlJGkIPE,No winter tires?,winter tire,0.0,0,0,0.0,0.013780921691515437,-0.005436829854582913
22gTlJGkIPE,"Looks purposeful, having fun.",look purposeful fun,0.3,1,0,-0.3,0.09768411377365926,-0.019827825944828213
22gTlJGkIPE,I DONT THINK HE HAS HIS WINTER TIRES,dont think winter tire,0.0,0,0,0.0,0.08406507089173164,-0.0062059653147047995
22gTlJGkIPE,rear wheel drive! 😂 Good luck🤞,rear wheel drive good luck,0.7,1,0,-0.7,0.0805919460842167,-0.02778401968703258
22gTlJGkIPE,Take your foot off the gas if you start doing this.,take foot gas start,0.0,0,0,0.0,0.043141291384308555,-0.003314896382242412
22gTlJGkIPE,"Beware, everything this channel posts is AI, spread this message",beware everything channel post ai spread message,0.0,0,0,0.0,0.01513851872980923,0.0005120370735511894
22gTlJGkIPE,"This driver should not be on the roads, take his drivers license and any future to own one. If you getting out of control on a snowy road and you still pressing the gas peddle there is something wrong with you and you are a danger to the surrounding population",driver road take driver license future one getting control snowy road still pressing gas peddle something wrong danger surrounding population,0.033333333333333326,0,2,3.966666666666667,0.1744483360659103,-0.07406532657319585
22gTlJGkIPE,Let it roll dont hit the gas or brake you will get control back,let roll dont hit gas brake get control back,0.0,0,0,0.0,0.15540964863178833,-0.034927075714871726
22gTlJGkIPE,SLOW DOWN this is not rocked science,slow rocked science,-0.2277777777777778,-1,0,0.2277777777777778,0.02275832079897926,-0.007296750058631947
22gTlJGkIPE,"⚠️🎓Black Ice OWNS every single driver.🙌🏼🧩🧩
It doesn't matter what vehicle you're driving.",black ice owns every single driver matter vehicle driving,-0.07142857142857142,-1,0,0.07142857142857142,0.1504764410038012,-0.06738600024686332
22gTlJGkIPE,Who on Gods green earth thought it would be a good idea to film while driving?!?!? Not a single person in the state of illinois should be allowed behind the wheel of a car.... ugh,god green earth thought would good idea film driving single person state illinois allowed behind wheel car ugh,0.10892857142857143,1,0,-0.10892857142857143,0.14935114366770239,-0.07048198790978959
22gTlJGkIPE,Snow Tires could have prevented this,snow tire could prevented,0.0,0,0,0.0,0.03330621186145592,-0.01421876437447964
22gTlJGkIPE,No grip...🇿🇦,grip,0.0,0,0,0.0,0.0,0.0
22gTlJGkIPE,"They trying to drift but obviously horrible. If I started sliding like that my last reaction would be reaching over for the emergency lights. That's something you do before and after, helps prevent any extra movement so you can keep hands on wheel to focus.😮",trying drift obviously horrible started sliding like last reaction would reaching emergency light something help prevent extra movement keep hand wheel focus,-0.3333333333333333,-1,0,0.3333333333333333,0.14458218388011412,-0.058620220046434905
22gTlJGkIPE,Drift wannabe?,drift wannabe,0.0,0,0,0.0,0.0,0.0
22gTlJGkIPE,Rear wheel drive,rear wheel drive,0.0,0,0,0.0,0.0594904448010377,-0.03741775652203882
22gTlJGkIPE,😮😢,,0.0,0,0,0.0,0.0,0.0
XsZbLlipPuo,💔😭 THIS IS MY NEPHEW WHO PULLED HIS CAR OVER TO HELP AND WAS KILLED AND WE NEED ANSWERS AND JUSTICE BECAUSE THIS MAN WAS DRUNK AND FLED THE SCENE AND HAD TO BE CHASED DOWN IF YOU CAN HELP PLEASE 🥺 PLEASE REACH OUT TO ME 🥰💔🙌🏾 JUSTICE FOR MY NEPHEW AND MY FAMILY,nephew pulled car help killed need answer justice man drunk fled scene chased help please please reach justice nephew family,-0.28518518518518515,-1,0,0.28518518518518515,0.09527517675667359,-0.0400175723111465
XsZbLlipPuo,This accident was 13% avoidable,accident avoidable,0.0,0,1,2.0,0.03868553080823218,-0.018066919055322178
XsZbLlipPuo,always something crazy on the south side/suburbs ..,always something crazy south side suburb,-0.6,-1,0,0.6,0.07063431708217087,0.017847333281768477
XsZbLlipPuo,Speeding,speeding,0.0,0,1,2.0,0.019549313460319285,-0.009364622247910577
XsZbLlipPuo,👁 MINUS TOUCH FIVES 2 SEVENS 🏆,minus touch five seven,-0.1,-1,0,0.1,0.0,0.0
XsZbLlipPuo,"and just like that, you’re gone. All the time stressed about work, their bank account or who’s in office never even mattered.",like youre gone time stressed work bank account who office never even mattered,0.0,0,0,0.0,0.16486204886273828,-0.04309281310685239
XsZbLlipPuo,SLOW DOWN!!!,slow,-0.30190972222222223,-1,0,0.30190972222222223,0.02275832079897926,-0.007296750058631947
XsZbLlipPuo,Holy smokes! How fast were the cars going to have that much damage???,holy smoke fast car going much damage,0.2,1,1,1.8,0.1326037741416643,-0.07341809218768935
OlafTBAEWvg,Is this another illegal that Biden put in the United States and gave them all a free car where they can't read or understand English,another illegal biden put united state gave free car read understand english,-0.033333333333333326,0,0,0.033333333333333326,0.0965845611616593,-0.05391284048415911
OlafTBAEWvg,"At Some Point, You Will Be the NEXT PERSON on Earth to DIE. 

Back:

Sobering thought, isn't it? You may not have realized it, but every second, two people die. What happens then? Is there a Heaven and Hell? Are you ""good enough"" to get to Heaven? Look at the Ten Commandments. Have you ever lied or stolen? (regardless of value) Ever looked with lust and therefore committed adultery in your heart? (see Matthew 5:28) You may see these as ""no big deal"" but God takes them seriously. He is Holy and said, ""be Holy, for I am Holy."" God sent His Son, Jesus, to live the perfect life we never could. He took God's wrath on the cross for sinners. Jesus took the punishment of His people’s sins against God, then He rose from the dead. Cry out to God for mercy, confessing and forsaking your sins. Put your trust in Jesus (rather than ""good works"") to save you. Read your Bible daily and obey what you read.",point next person earth die back sobering thought may realized every second two people die happens heaven hell good enough get heaven look ten commandment ever lied stolen regardless value ever looked lust therefore committed adultery heart see matthew may see big deal god take seriously holy said holy holy god sent son jesus live perfect life never could took god wrath cross sinner jesus took punishment people sin god rose dead cry god mercy confessing forsaking sin put trust jesus rather good work save read bible daily obey read,0.17353535353535354,1,0,-0.17353535353535354,0.17235924643791994,-0.02335440826708614
OlafTBAEWvg,The car might have accelerated by itself- it was a Ford.  That happened to me once when I was driving a Ford.  It caused me to get into a bad accident.,car might accelerated ford happened driving ford caused get bad accident,-0.6999999999999998,-1,2,4.7,0.19905020348138117,-0.10385436387113216
OlafTBAEWvg,"Car are machines NOT toys or video games.  Parents, teach your children the difference.",car machine toy video game parent teach child difference,0.0,0,0,0.0,0.11829158329079767,-0.07758727406027319
OlafTBAEWvg,Is car culture really worth all this death and CARnage just to make some filthy oil executives rich?,car culture really worth death carnage make filthy oil executive rich,-0.041666666666666664,0,0,0.041666666666666664,0.11696095300248248,-0.06795359017477763
OlafTBAEWvg,That's one way to get out of Toon Town.,one way get toon town,0.0,0,0,0.0,0.16230684141400317,-0.03091590283425374
OlafTBAEWvg,Bro what the hell! DUI?!,bro hell duo,0.0,0,0,0.0,0.057829846648993904,-0.008400901911050467
OlafTBAEWvg,Didnt know you can simply drive through a highway barrier wall like that,didnt know simply drive highway barrier wall like,0.0,0,0,0.0,0.18970126827067074,-0.07819040118004546
OlafTBAEWvg,The driver couldn't find the highway onramp.,driver find highway onramp,0.0,0,0,0.0,0.09369903320032665,-0.07360884197622328
OlafTBAEWvg,Crashed through TRUMPS wall. Was one side Mexico?,crashed trump wall one side mexico,0.0,0,1,2.0,0.07191953341053701,0.0047444202507079015
OlafTBAEWvg,people take driving for granted,people take driving granted,0.0,0,0,0.0,0.20792924463404097,-0.0642218977355779
OlafTBAEWvg,Driving while stupid.  Nice of the authorities to set up a merch tent by the crash scene.,driving stupid nice authority set merch tent crash scene,-0.09999999999999998,-1,1,2.1,0.08858289881046158,-0.040571064778761906
OlafTBAEWvg,Good job dummy,good job dummy,0.7,1,0,-0.7,0.0697767249561534,-0.00010192832821674441
OlafTBAEWvg,People who drive like that are not needed .,people drive like needed,0.0,0,0,0.0,0.27026704516581496,-0.09263549812667086
OlafTBAEWvg,"Slow the F::K DOWN!!! GEEZ,,,",slow f k geez,-0.30190972222222223,-1,0,0.30190972222222223,0.02275832079897926,-0.007296750058631947
OlafTBAEWvg,"100% DUI driver. most likely weed or something similar. ok ok 99%, i give 1% of being something else, like suicide attempt, medical condition or some issue with car (like stuck accelerator).
yea go learn to drive.",duo driver likely weed something similar ok ok give something else like suicide attempt medical condition issue car like stuck accelerator yea go learn drive,0.25,1,0,-0.25,0.23417345299800357,-0.11774265409613684
OlafTBAEWvg,Shock Master,shock master,0.0,0,0,0.0,0.0,0.0
OlafTBAEWvg,Talk about doing the Kool-Aid man!,talk kool aid man,0.0,0,0,0.0,0.039176814638651365,0.009268479437711063
OlafTBAEWvg,The local news in Springfield just ran a story on how many deadly crashes happen on I-55 in the state,local news springfield ran story many deadly crash happen state,0.09999999999999999,1,1,1.9,0.054499624080320025,-0.010249954813808521
OlafTBAEWvg,"""THEY"" drive like animals in that area!",drive like animal area,0.0,0,0,0.0,0.1858154762944007,-0.06286860768077764
OlafTBAEWvg,The coyote did it again BEEP BEEP.,coyote beep beep,0.0,0,0,0.0,0.0,0.0
OlafTBAEWvg,need to work on your voice,need work voice,0.0,0,0,0.0,0.05116851483967612,-0.011939569022874911
OlafTBAEWvg,Ohhhhh well,ohhhhh well,0.0,0,0,0.0,0.03861534205042109,-0.008345679441645132
OlafTBAEWvg,"It should be illegal how they make cars for money and not the safety of lives, they make cars out of aluminum foil when back when they started cars were made of steel…. Greed",illegal make car money safety life make car aluminum foil back started car made steel greed,-0.25,-1,0,0.25,0.21383503001793377,-0.13920539213563016
